title,year,kdrama_id,director,screenwriter,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop,music_score,story_score,acting_cast_score,rewatch_value_score,overall_score,n_helpful
Let's Eat Season 2,2015.0,0038f84bf6c948cb99bd4772e674fd3a,"['Park Joon Hwa', 'Choi Kyu Shik']",Others,18.0,3900.0,4/6/2015,6/2/2015,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"The second season follows Goon Dae Yeong's character as he moves to a new building and reunites with his grade school classmate Baek Soo Ji. She’s been living alone for ten years, which means she’ll have plenty of her own single-living tips and opinions about food, setting her up to have a contentious relationship with Yoon Doo Joon.She’s a freelance writer with a crush on her other neighbor, Lee Sang Woo. He’s a civil servant who lives simply and eats simply. The sequel comes from the same PD-writer team that brought us the first season and promises another round of neighborly hijinks and, of course, lots and lots of food.",2517.0,1263.0,7.1,7.9,8.9,6.9,7.8,5.0
Sweet 20,2015.0,7c426da0274047c3bae4f25d0896d4c8,Others,Others,10.0,780.0,2/18/2015,4/10/2015,Friday,Naver TV Cast,Not Yet Rated,Mini beauty drama. ,50944.0,9114.0,10.0,10.0,10.0,10.0,10.0,2.0
EXO Next Door,2015.0,041f0176a82644abb4262feb8da17a89,['Lee Kwon'],Others,16.0,900.0,4/9/2015,5/28/2015,"Tuesday, Thursday",Naver TV Cast,13+ - Teens 13 or older,"Ji Yeon Hee is a 23 year old girl, who hasn't yet dated because she blushes terribly and is completely paralysed when she's near a good looking boy. One day, four members of EXO are trying to keep a low profile, and move into the house of one of the member's grandfather. However, it turns out that EXO members' house is right in front of Yeon Hee's house. ",4123.0,188.0,8.5,7.1,8.1,7.5,8.1,18.0
Banana Actually,2015.0,8b3cc6e1d4f9413782d4bb55184aad0e,Others,Others,8.0,120.0,12/22/2015,12/22/2015,Others,Naver TV Cast,Not Yet Rated,A 72-second romance drama series about dating and relationship that follows the lives of four different couples. ,5949.0,7810.0,7.5,8.0,8.0,7.0,7.5,1.0
Eating Existence,2015.0,f86f1cd93fea402a9c36fbc6c3a85a2f,['Lee Chul Ha'],Others,10.0,480.0,11/12/2015,1/14/2016,Thursday,Naver TV Cast,Not Yet Rated,"Yoo Yang faces daily challenges working in customer service and tries to make it through each day without too many scars. She’s a part of the so-called Sampo Generation, a new generation of young professionals who eschews courtship, marriage and childbirth because of the tremendous social and economic pressures facing them. Yang instead takes great delight in food and loves to go around to find and eat great food. But when Yang meets the devilishly good-looking Park Byeong, who shares her attitude and also inexplicably finds her irresistible, will her attitudes about life and love change?",8729.0,4799.0,5.8,5.6,7.1,3.8,6.1,1.0
Super Daddy Yeol,2015.0,1d4c49e5140c42aeaf79f0ee383e73b6,['Song Hyun Wook'],Others,16.0,3900.0,3/13/2015,5/2/2015,"Friday, Saturday",tvN,Not Yet Rated,"Doctor Cha Mi Rae with one daughter. One day, she is diagnosed with a rare cancer and informed she has about one year to live. She then seeks out her first love Kim Yeol. For her daughter, she struggles to turn Yeol into the best father possible. ",4847.0,2309.0,7.8,6.7,9.0,5.2,7.8,5.0
Detective Alice,2015.0,776549aca480482186829226273a3704,Others,Others,8.0,900.0,10/19/2015,10/30/2015,"Monday, Tuesday, Thursday, Friday",Naver TV Cast,Not Yet Rated,"Cheon Yeon Ju is a girl who specializes in investigating crimes. She teams up with Jeong Re Oh, an employee of the Ministry of Food and Drug Safety, to investigate a series of crimes. ",9186.0,5889.0,3.5,4.2,6.0,3.5,5.3,5.0
Mom,2015.0,4e17b7426e354f3594e4cfc27791c128,"['Jang Joon Ho', 'Oh Kyung Hoon']",['Kim Jung Soo'],50.0,4500.0,9/5/2015,2/21/2016,"Saturday, Sunday",MBC,15+ - Teens 15 or older,"For a long time, a mother has sacrificed herself to raise her four children but these children are only interested in her fortune and their possible inheritance. Stung by their betrayal and unacceptable behavior, she is determined to live the rest of her life to the fullest and be selfish for a change. This TV series will revolve around family values with themes of generational conflict and reconciliation. The revenge of a mother on her grownup children begins now!(Source: MBC)",48334.0,9706.0,1.0,4.0,4.5,1.0,4.0,1.0
Twenty Again,2015.0,e067d4c2efdc43028a0410cc23c6e8eb,['Kim Hyung Shik'],['So Hyun Kyung'],16.0,3720.0,8/28/2015,10/17/2015,"Friday, Saturday",tvN,15+ - Teens 15 or older,"38-year-old Ha No Ra dreamt of becoming a dancer in her high school years but met her husband, Kim Woo Chul, when she was 19. After having a child, she focused on taking care of her family and had to give up her dreams. In hopes of becoming a proud wife and mother to her college professor husband and her son Min Soo, she strives to enter college and ends up getting accepted into the same college as her son.(Source: AsianWiki)",1932.0,637.0,8.3,8.7,8.5,7.2,8.7,15.0
Summer Love,2015.0,5cee8b7b24a548fe8a8a19b367cb51fc,Others,Others,2.0,360.0,5/6/2015,5/13/2015,Others,Others,Not Yet Rated,"This web drama tells the story of Yoona and Minho, who are old-time friends and have also been “talking” for quite a while. Made out of two episodes, the web drama depicts a sweet love story and connects it to the company’s newest product, “Long Way Cushion.” ",8806.0,2121.0,5.5,3.8,7.9,4.9,5.4,4.0
Because It's the First Time,2015.0,782b55fb05c14fb59396b615eced1531,['Lee Jeong Hyo'],['Jung Hyun Jung'],8.0,3300.0,10/7/2015,11/25/2015,Others,On Style,Not Yet Rated,"With a freewheeling personality, Yoon Tae Oh is a 20-year-old freshman in college. He has been friends with Han Song Yi since they were little.  Now, he begins to have feelings for the girl who has a bright and positive personality. Meanwhile, Tae O has a friend, Seo Ji An, who is well-behaved and exemplary. A love triangle brews between these three people. ",5042.0,870.0,8.3,9.0,9.1,8.6,8.8,9.0
Ex-Girlfriend Club,2015.0,f942f80052cf46de912000f181ba5ddf,['Kwon Seok Jang'],['Lee Jin Mae'],12.0,3600.0,5/8/2015,6/13/2015,"Friday, Saturday",tvN,Not Yet Rated,"Bang Myeong Soo is a popular writer of webtoons. He then writes a webtoon series about his past relationships, specifically his four ex-girlfriends, which includes an older, wealthy divorcee, a chic and successful woman who works at an investment firm, and a third-rate, airhead actress. The webtoon reveals plenty of details about Myeong Soo's love life, and it becomes a huge hit. Soon, Myeong Soo is considered a cross between Public Enemy Number One and National Heartthrob, and his webtoon gets adapted into a movie.Kim Soo Jin is a film producer who's prepared to do whatever it takes to save their failing production company. Because of this, she accepts the assignment to produce a webtoon adaptation. But to her horror, Soo Jin belatedly finds out that the webtoon artist is her ex-boyfriend Myeong Soo, and that she's one of the girlfriends he wrote about. And as the movie starts shooting, the project also brings Myeong Soo's other ex-girlfriends back into his life all at the same time.",4698.0,920.0,8.4,8.4,9.2,7.7,8.5,11.0
Exactly What’s Going On?,2015.0,4d978085c21d46ef922ec0bdbf7ef992,Others,Others,10.0,1140.0,10/8/2015,11/6/2015,Others,Naver TV Cast,15+ - Teens 15 or older,"Coffee shop owner Il Woo and nail artist An Na are in a happy romantic relationship. They keep their relationship in a secret because of their age difference. Also, So Ra who has a crush on Il Woo, gets jealous of An Na and she tries to tear them apart. One day An Na’s grandmother gives An Na a card, the card is to make her wish come true. After that day she turns into a 10 years old girl, Han Na. An Na’s wish “to become young” comes true! Il Woo tries to find An Na since she disappeared suddenly. Il Woo thinks Han Na as An Na’s daughter, he takes Han Na to his house to take care of her. On the other hand, Il Woo and An Na help An Na’s grandmother to find her first love.",8346.0,5736.0,5.1,7.3,7.4,5.4,7.3,1.0
My Unfortunate Boyfriend,2015.0,9a22eac22a264e5a8e0d35376e0206ce,['Nam Ki Hoon'],['Lee Jae Yoon'],16.0,3000.0,4/10/2015,5/30/2015,"Friday, Saturday",MBC Dramanet,13+ - Teens 13 or older,"Yoon Tae Woon is a man who believes in living truthfully, so he is honest to a fault. On the other hand, Yoo Ji Na is a woman who has no qualms about lying to get what she wants. She is just starting out at a corporate job, determined to succeed at any cost. The drama will demonstrate how their unlikely romance turns out to be true love. ",7999.0,1452.0,6.5,6.7,6.8,5.8,7.0,5.0
Falling for Do Jeon,2015.0,67a5ecdce8414c939b68df982bb3058d,Others,Others,6.0,780.0,10/26/2015,10/30/2015,Others,Naver TV Cast,Not Yet Rated,Na Do Jeon is a timid but bright boy who works part-time as a Pierrot clown because he genuinely loves making people laugh. Ban Hana is a girl dreaming of starting her own food truck. The two incidentally run into each other start a relationship. This is the story of their singlehanded fight to prevent the closure of the ‘One Plus’ hobby club where they fell in love.(Source: MyDramaList) ,7884.0,1561.0,8.4,7.7,8.5,6.6,8.0,2.0
Falling for Innocence,2015.0,53d5887261de4b849c26aab68df6358b,['Ji Young Soo'],['Yoo Hee Kyung'],16.0,3600.0,4/3/2015,5/23/2015,"Friday, Saturday",jTBC,15+ - Teens 15 or older,"Min Ho is a cold-blooded investment banker at Gold Investments. As a cynical, defensive, suspicious sociopath, he wears people down with his tenacity, taking advantage of them using his delusions of grandeur.  Min Ho has a different view of himself. He went through much when he was younger - his father's sudden death left his company open to a hostile takeover by his uncle, leaving him and his mother both destitute.  Min Ho  has a heart attack but miraculously survives after undergoing a heart transplant. Thanks to the new heart, he is no longer the cold and callous person he once was. Gradually he embraces happiness as he falls in love with Kim Soon Jung, who he wants to cherish and protect. But he’s not the only one vying for her attention.  Is Min Ho prepared to fight for what he wants?(Source: JTBC)",1529.0,285.0,8.0,8.5,9.3,7.4,8.6,23.0
The Village: Achiara's Secret,2015.0,aad473f05ef74fee9b0eb085b8a68639,['Lee Yong Seok'],['Do Hyun Jung'],16.0,3900.0,10/7/2015,12/3/2015,"Wednesday, Thursday",SBS,15+ - Teens 15 or older,"Achiara is a small, quiet, peaceful village with hardly any crime. But on her first day of school there, English teacher Han So Yoon discovers a buried corpse. As the townspeople speculate on the identity of the dead person and the reason she was killed, So Yoon and Police Officer Woo Jae attempt to find the truth. As they get closer, the ugliness of the village is revealed. ",3399.0,1090.0,7.0,8.2,8.5,6.0,7.8,8.0
Last,2015.0,81a910b6a3c2446dbbba97d18e29a5a1,"['Jo Nam Gook', 'Kim Sang Ho']",['Han Ji Hoon'],16.0,3780.0,7/24/2015,9/12/2015,"Friday, Saturday",jTBC,15+ - Teens 15 or older,"Fund manager Jang Tae Ho is a cocky but skilled stock manipulator, who is used to getting things done his way. But when he fails at a scheme worth 35 billion won, his life is in danger as a notorious moneylender, Mr. Jung, hunts him down for losing his 7 billion won. Broke and in hiding, Tae Ho joins the hungry and homeless on the streets around Seoul Station, dreaming of returning to his normal life, until he unexpectedly discovers its 10 billion Korean Won underground economy. The pecking order among the homeless at Seoul Station is stacked like a pyramid. All the money collected from begging to selling personal identities and organs flows up the 7 levels of ringleaders to “Number One”, Kwak Heung Sam, who reigns at the top. Tae-ho decides to take down each level’s ringleader and conquer the hierarchy at Seoul Station with wit, fists, and guts. Will he be able to recover the 10 billion won and return to normal life again?(Source: JTBC)",2416.0,2878.0,5.6,8.8,9.4,5.4,8.6,3.0
Webtoon Hero - Tundra Show,2015.0,3b19200a5bd7484caf8d4fee13dac2b9,Others,Others,12.0,1500.0,7/27/2015,10/19/2015,Monday,MBC every1,Not Yet Rated,The drama follows the story of a father and three brothers. ~~ Based on the webtoon of the same name by popular writer Kian84. ,43601.0,11185.0,5.5,8.5,7.5,6.0,8.0,0.0
Angry Mom,2015.0,d6d3375f5dd448f6ba94ac10d3b5f597,['Ashbun'],['Kim Ban Di'],16.0,4200.0,3/18/2015,5/7/2015,"Wednesday, Thursday",MBC,15+ - Teens 15 or older,"The protagonist, Jo Kang Ja was once legendary for being the toughest, most feared troublemaker at her high school in Busan. Due to her pregnancy in her late teens, she drops out of school and tries to become a responsible mother to her daughter, Oh Ah Ran. Fast-forward to the present, Kang Ja is now 34 years old and Ah Ran is a teenager attending high school. The two have a contentious relationship, with Ah Ran ashamed of Kang Ja's unrefined ajumma manners.Meanwhile, in Myungsung High School, when Ah Ran befriends the class outcast Jin Yi Kyung, it makes her the target of the school bullies who make her life hell, yet she's too proud to tell her mother what's happening. When Kang Ja finds out that her daughter is getting bullied, she decides to take matters into her own hands. Unbeknownst to Ah Ran, Kang Ja enrolls in Myungsung High as an undercover student with the false name ""Jo Bang Wool"" to teach those bullies a lesson. But she ends up unraveling the darker problems within the educational system. Kang Ja makes it her mission to put a stop to the school violence, dig up the flaws of the education system, and school corruption at Myungsung High with the help of Ah Ran and naive, idealistic homeroom teacher Park No Ah.(Source: Wikipedia)",1089.0,379.0,7.7,8.7,9.2,7.1,8.6,23.0
I Order You,2015.0,8d7d9cc581da4eb68005b863ead91b0c,['Ahn Gil Ho'],['Oh Bo Hyun'],16.0,1200.0,7/6/2015,7/30/2015,"Monday, Tuesday, Wednesday, Thursday",SBS Plus,Not Yet Rated,"Yeo Gook Dae is a talented chef who is cheeky and charismatic but heartbroken in the past because of his divorce. His emotional pain is hidden behind his brash attitude and enthusiasm for cooking. His heart later on gets healed when he begins to fall in love again. 28-year-old Park Song Ah is idling at home after quitting her job. She goes to a homemade dosirak (lunchbox) shop at her brother's request and meets three attractive men there. The pretty and delicious food that they make touch her, and she gets her heart stolen by one of them. A cute funny story about a couple who bicker constantly but their relationship gradually blossoms into pure innocent love.",7003.0,1476.0,6.5,5.5,7.5,4.0,6.4,3.0
